audio_path,guitar,classical,slow,techno,strings,drums,electronic,rock,fast,piano,ambient,beat,violin,vocal,synth,female,indian,opera,male,singing,vocals,no vocals,harpsichord,loud,quiet,flute,woman,male vocal,no vocal,pop,soft,sitar,solo,man,classic,choir,voice,new age,dance,male voice,female vocal,beats,harp,cello,no voice,weird,country,metal,female voice,choral
music/travis.mp3,0.2819659,1.3887882e-05,0.03381747,0.022238463,0.0010914803,0.07943666,0.021871954,0.01361385,0.009782404,0.009244949,0.0010246336,0.06603637,0.00015515089,0.21052918,0.010990381,0.035433173,0.005771011,3.7550926e-06,0.23593736,0.1226598,0.14776498,0.0077284575,2.5629997e-06,0.006927043,6.723404e-05,0.00050377846,0.028994918,0.28384233,0.0072066784,0.14348319,0.0021858215,0.0006454289,0.00048702955,0.20837027,2.3841858e-06,4.142523e-06,0.1139442,0.0011335313,0.004480958,0.15245366,0.015021831,0.014079303,5.6922436e-06,1.4811754e-05,0.0033711493,0.0030936003,0.074652314,5.8442354e-05,0.008371922,1.7285982e-06
music/lauv.mp3,0.45571983,2.3722649e-05,0.095700055,0.0039980114,0.0011541247,0.04738748,0.004795611,0.00613302,0.0029389858,0.009791642,0.0008724332,0.023415387,7.811189e-05,0.28507808,0.003413409,0.1155276,0.0022806227,5.6028366e-06,0.14177749,0.18096024,0.17128685,0.005513996,2.3543835e-06,0.0026720762,0.00014686584,0.00042578578,0.08471447,0.17134371,0.0055288076,0.08642182,0.0048770905,0.0002940297,0.0010926425,0.12903243,2.2053719e-06,4.917383e-06,0.1288347,0.00096419454,0.0010403693,0.090762585,0.053394943,0.004412085,1.475215e-05,1.4603138e-05,0.0028752387,0.0010955632,0.033906877,2.5361776e-05,0.026046408,1.6331616e-06
music/alyona_alyona.mp3,0.042866856,1.1622906e-06,0.0023795664,0.1034579,0.00014871359,0.03283283,0.03155294,0.001452446,0.03726709,0.0020148456,9.277463e-05,0.11533332,3.6120415e-05,0.19175771,0.010018021,0.47888735,0.0006453395,2.7120113e-06,0.00650844,0.09911299,0.09155339,0.0030413866,1.1920929e-07,0.002162069,5.6028366e-06,7.763505e-05,0.38455346,0.0064251125,0.0026607215,0.098232776,0.00027123094,1.4722347e-05,0.00013649464,0.005152136,1.7881393e-07,7.748604e-07,0.08735159,0.00019091368,0.017939746,0.003916979,0.23180276,0.024798572,4.7683716e-07,3.5762787e-07,0.0018743575,0.0016696453,0.005642116,2.026558e-06,0.1155396,2.488657e-07
music/sia.mp3,0.09466845,2.0861626e-07,0.013941497,0.02081269,7.712841e-05,0.1126346,0.016358703,0.0031692684,0.00721848,0.0029660761,0.0004747808,0.09290463,1.50203705e-05,0.26483285,0.008901775,0.5561545,0.0037041903,2.9802322e-07,0.0018776357,0.13810045,0.10713726,0.004043728,0.0,0.0016694367,1.3828278e-05,8.2850456e-05,0.46005738,0.002360791,0.0037011504,0.1285395,0.00060275197,0.00015696883,0.0001603961,0.0011431277,8.940697e-08,2.2351742e-06,0.06910384,0.0010267496,0.003428638,0.001257956,0.34400076,0.021756232,5.364418e-07,2.9802322e-07,0.0022613704,0.0016501844,0.0027730763,1.6093254e-06,0.18175519,3.9237253e-07
music/irina_rimes.mp3,0.0856342,1.8954277e-05,0.06387538,0.055797815,0.0005502701,0.09553298,0.05140701,0.0014892817,0.005470246,0.020397961,0.0046230555,0.09279677,0.00013434887,0.26182726,0.030799448,0.36391842,0.013165772,1.129508e-05,0.02089408,0.13023278,0.12929845,0.008678764,8.6426735e-07,0.0015557706,0.0002233684,0.0013374388,0.29548228,0.02698192,0.008724481,0.07363027,0.0050819814,0.00086441636,0.00025373697,0.015667677,2.1457672e-06,1.6540289e-05,0.13168308,0.0060090423,0.0056506693,0.016123325,0.22349632,0.022996306,6.645918e-06,1.9580126e-05,0.0039516985,0.0065761507,0.0036954582,4.798174e-06,0.13270079,4.7368535e-06
music/tame_impala.mp3,0.045101345,3.3676624e-06,0.018133253,0.33016002,0.00032287836,0.07265368,0.23443949,0.007723868,0.036606878,0.0074152052,0.005762905,0.18416563,0.00011181831,0.2031624,0.13738403,0.33091444,0.006322533,1.758337e-06,0.013636142,0.10221505,0.13092431,0.016684324,3.874302e-07,0.02931115,3.1024218e-05,0.0007600188,0.2597478,0.01714623,0.015165657,0.20342106,0.0009995401,0.0004926026,0.0001205802,0.008210629,7.748604e-07,1.2665987e-05,0.08659747,0.008933216,0.033231884,0.010112166,0.20721999,0.045859396,1.2814999e-06,1.0281801e-05,0.007999122,0.015837014,0.0028967857,9.655952e-06,0.1266911,4.9310647e-06
music/cream_soda.mp3,0.13052884,0.00015455484,0.03499919,0.15224937,0.0024586022,0.07567379,0.07806903,0.006575793,0.029679924,0.016394109,0.0026592612,0.14702165,0.000838995,0.26114604,0.032150865,0.5097698,0.003952682,0.00016087294,0.031037092,0.16276011,0.13831511,0.0100334585,2.0444393e-05,0.00190112,0.00072312355,0.0015774071,0.43712723,0.032511175,0.009909689,0.13043478,0.00840196,0.0003388226,0.001178056,0.030050784,2.2500753e-05,4.5478344e-05,0.15705407,0.002750367,0.023807764,0.021276236,0.33539784,0.03382176,4.0113926e-05,6.368756e-05,0.0053981245,0.0052438676,0.013456076,6.02901e-05,0.21868397,2.0217249e-05
music/sharlot.mp3,0.20288616,0.00024232268,0.024770886,0.005051464,0.0015754402,0.015206307,0.003890127,0.0019495487,0.015677452,0.20609981,0.00021389127,0.008251756,0.0003515184,0.2836313,0.0028836727,0.34284356,0.00087445974,5.6177378e-05,0.025239408,0.16772485,0.14375067,0.0053011775,3.1292439e-06,0.0037706196,8.8214874e-05,0.00018337369,0.24640885,0.029346794,0.0045846105,0.05090642,0.002856642,0.00010535121,0.003604412,0.027092546,2.1368265e-05,1.0609627e-05,0.100008726,0.00054588914,0.0029293299,0.016937077,0.14924043,0.001953274,2.2172928e-05,2.5808811e-05,0.0015226603,0.0009767711,0.02919659,8.821487e-06,0.07775914,3.2252037e-06
music/troye1.mp3,0.2555487,3.33786e-06,0.029626667,0.0766131,0.00033536553,0.044510335,0.053352237,0.0065012574,0.006031394,0.0054689944,0.00097101927,0.09019008,2.5302172e-05,0.21236315,0.022711396,0.08177784,0.0012028515,1.7881393e-06,0.15368119,0.13254902,0.13512325,0.0061808527,5.364418e-07,0.004100114,4.544854e-05,0.00010240078,0.06455961,0.17457628,0.006257266,0.10785392,0.0016479492,0.00010022521,0.0002643764,0.13504925,5.662441e-07,1.1324883e-06,0.12565997,0.0009816289,0.007695377,0.101839274,0.038719296,0.017986268,1.9073486e-06,3.7252903e-06,0.003073454,0.0031241477,0.026661932,1.7821789e-05,0.02163868,5.9801636e-07
music/duke.mp3,0.21865693,9.7990036e-05,0.07375035,0.24786752,0.0024553835,0.07260287,0.19530389,0.015616059,0.016750604,0.021861166,0.008090466,0.18566099,0.00064608455,0.20671025,0.13088727,0.25522795,0.0021696389,1.5556812e-05,0.05305952,0.13015732,0.13801539,0.028945684,1.6182661e-05,0.025086641,0.00017639995,0.0012182295,0.19288623,0.06687221,0.029046744,0.21530113,0.0044164956,0.00046539307,0.000977844,0.04681602,1.937151e-05,2.425909e-05,0.107580364,0.010001421,0.03717324,0.037874907,0.17605406,0.04828924,2.348423e-05,0.00016626716,0.014564604,0.010387868,0.017732233,5.733967e-05,0.11190814,1.2742639e-05
music/troye2.mp3,0.18750879,7.1525574e-07,0.03993994,0.055369914,0.00013023615,0.070503116,0.047809064,0.013066381,0.00844413,0.007791847,0.0017587543,0.10737744,2.1994114e-05,0.24670637,0.028978974,0.2399607,0.00058582425,2.0861626e-07,0.04678747,0.13905886,0.15492707,0.008166313,5.9604645e-08,0.0061466396,2.8431416e-05,7.900596e-05,0.1766214,0.057020932,0.0077463984,0.22606865,0.0020854473,3.6120415e-05,0.00018060207,0.03429544,1.4901161e-07,8.046627e-07,0.10901308,0.0024649203,0.0053631365,0.029860616,0.14973861,0.01701811,3.874302e-07,2.413988e-06,0.0035460591,0.0023622513,0.014452547,7.7188015e-06,0.0722772,2.771139e-07
music/un_dia.mp3,0.20725146,2.1755695e-06,0.008721739,0.08755937,0.00056260824,0.043664098,0.04674858,0.004454255,0.022585243,0.0019599497,0.0003296435,0.08960411,5.4061413e-05,0.20369035,0.015583485,0.16634393,0.006906867,1.3113022e-06,0.063082516,0.121393114,0.11177325,0.005610496,5.066395e-07,0.004249811,1.475215e-05,0.00023880601,0.14651048,0.0854606,0.0053828657,0.102717966,0.00054341555,0.00068697333,0.00033968687,0.053709954,3.874302e-07,1.0430813e-06,0.11202264,0.0006520152,0.020293206,0.042241544,0.080420464,0.022760987,1.3709068e-06,2.8312206e-06,0.0034606159,0.0033436418,0.024329126,1.0102987e-05,0.036306594,4.2635642e-07
music/rufus.mp3,0.1949088,3.516674e-06,0.011048853,0.31917423,0.0004723072,0.07012236,0.15417087,0.0075303614,0.06747213,0.0044144094,0.0012764037,0.2031852,5.733967e-05,0.19432667,0.051600933,0.27395695,0.0041783154,3.2484531e-06,0.032042414,0.119021595,0.11342767,0.012267292,8.6426735e-07,0.009401768,2.682209e-05,0.00020071864,0.22786027,0.040334612,0.012677997,0.15099016,0.0008998513,0.00049844384,0.000433594,0.02733913,9.834766e-07,2.3245811e-06,0.099628985,0.0024600625,0.074011296,0.020615458,0.15902376,0.049390674,2.861023e-06,5.453825e-06,0.008442819,0.0050518215,0.008421004,2.1725893e-05,0.08533598,1.3781066e-06
music/skriptonit.mp3,0.17660916,2.2292137e-05,0.027554572,0.07830781,0.0006636977,0.11418617,0.049023777,0.011667132,0.014867514,0.0063044727,0.0014137328,0.1371023,7.554889e-05,0.1829221,0.017237574,0.056423068,0.0032236576,1.8268824e-05,0.20598373,0.10848385,0.123279154,0.0073173046,4.351139e-06,0.0045439005,0.00013902783,0.00061526895,0.046666652,0.19940743,0.006555885,0.09154585,0.0023659468,0.00022447109,0.0006941259,0.17464504,3.6656857e-06,1.129508e-05,0.12317309,0.0010943413,0.009757817,0.13158122,0.02565509,0.034248203,7.6293945e-06,1.4364719e-05,0.003931284,0.0057220757,0.036467522,0.0001269579,0.015144561,5.625394e-06
music/zhu.mp3,0.23810184,3.6358833e-06,0.023939252,0.15678966,0.00039815903,0.042714655,0.10578802,0.0029056966,0.016323835,0.015952826,0.0011654198,0.1281901,1.7434359e-05,0.19962564,0.061231166,0.37298092,0.0014061928,1.1920929e-06,0.010614544,0.10644308,0.10390243,0.016013324,3.2782555e-07,0.0062417686,2.6077032e-05,0.00012540817,0.2745579,0.0135778785,0.014770985,0.14148855,0.0014208257,0.00020205975,0.0005592704,0.010032356,6.854534e-07,1.2814999e-06,0.071878344,0.0026737452,0.01760149,0.0072003007,0.22711,0.03008771,2.7418137e-06,1.4305115e-06,0.0077908337,0.0046533644,0.010458052,4.142523e-06,0.102941394,4.6361305e-07
